"p1.20160322"	"p1.20160401"	"p3.20160322"	"p3.20160401"	"p3.20160714"	"p3.20160811"	"p4.20160322"	"p4.20160401"	"p4.20160415"	"p4.20160713"	"p4.20160727"	"p5.20160322"	"p5.20160415"	"p5.20160715"	"p5.20160817"	"p6.20160322"	"p6.20160415"	"p6.20160701"	"p6.20160726"	"p7.20160322"	"p7.20160415"	"p7.20160713"	"p7.20160729"	"p8.20160720"	"p8.20160825"
"1439"	0	50	105	74	106	126	20	179	96	26	55	31	46	166	80	34	35	60	62	65	34	92	19	102	100
"1440"	0	12	78	47	14	8	4	30	0	6	12	171	165	51	60	95	53	327	73	45	42	114	69	80	41
"1441"	0	15	42	30	0	0	24	8	6	33	21	9	7	0	0	8	0	5	16	0	4	0	0	5	0
"1442"	0	29	46	58	2	3	4	21	18	7	4	0	2	4	0	0	0	0	0	0	0	0	0	0	0
"1443"	0	0	17	2	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	4	9	3	0
"1444"	0	2	47	21	2	0	0	34	5	0	0	37	7	3	15	11	10	27	17	70	7	24	45	63	55
"1445"	0	0	21	4	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	3
"1446"	0	15	39	16	5	3	0	14	0	0	5	11	5	0	3	0	16	3	0	0	17	8	0	4	4
"1447"	0	0	42	0	20	0	3	0	0	0	12	0	2	0	0	0	30	4	4	0	0	20	0	6	17
"1448"	0	10	30	0	0	7	0	25	4	0	0	0	2	0	6	6	3	0	0	0	0	9	0	0	20
"1449"	0	7	55	30	7	14	15	6	0	0	25	141	3	176	50	87	579	343	12	220	121	70	63	109	20
"1450"	0	33	51	22	2	7	2	12	0	66	17	9	7	9	21	0	7	3	0	0	0	4	0	0	64
"1451"	0	248	146	14	0	0	2	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"1452"	0	5	46	13	145	77	56	3	337	13	42	115	744	43	402	4095	402	819	56	150	413	184	36	373	90
"1453"	0	0	28	7	0	5	2	2	2	4	6	0	2	0	5	0	0	2	2	0	0	0	0	2	0
"1454"	0	0	31	23	3	0	0	13	0	3	3	2	0	0	2	0	0	2	2	0	2	6	0	0	0
"1455"	0	0	31	12	0	2	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	3	0	0	0
"1456"	0	7	78	378	280	77	12	41	209	174	96	348	3260	3190	2009	378	68	72	821	789	608	197	412	1250	2701
"1457"	0	0	25	30	0	10	2	46	25	0	20	4	16	3	5	0	0	2	0	0	0	2	0	8	10
"1458"	0	81	41	88	52	15	10	164	228	80	51	0	2	22	19	2	2	0	0	0	0	26	4	25	42
"1459"	0	42	122	21	86	20	0	8	106	11	18	719	481	375	549	745	626	905	278	474	815	590	214	754	443
"1460"	0	3	15	9	8	2	0	13	2	0	2	72	56	66	63	32	139	41	21	6	2	138	14	61	236
"1461"	0	27	40	54	53	10	73	12	10	28	18	597	733	736	646	147	391	940	210	138	82	385	189	187	1278
"1462"	0	0	22	0	0	0	0	2	2	0	4	0	2	2	0	3	0	20	2	0	0	12	0	10	0
"1463"	0	105	71	721	43	56	373	232	31	42	172	164	231	119	37	268	153	161	16	136	107	219	58	109	233
"1464"	0	2	11	8	0	3	16	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
"1465"	0	0	19	0	4	0	0	0	0	2	0	31	0	0	0	0	0	0	0	0	0	0	0	2	0
"1466"	0	8	27	41	3	46	38	26	17	9	30	172	52	14	69	26	37	85	57	53	67	228	7	162	77
"1467"	0	4	18	0	5	9	9	36	71	11	11	6	13	17	22	25	63	7	0	0	26	72	60	3	181
"1468"	0	2	30	5	10	14	2	0	32	4	2	0	260	0	82	6	180	49	2	0	0	34	5	111	5
"1469"	0	15	42	32	0	3	12	12	0	0	6	9	8	3	4	19	9	39	10	7	596	21	18	76	38
"1470"	0	0	29	0	19	0	2	9	0	0	4	0	27	5	0	12	0	10	0	0	0	14	0	40	8
"1471"	0	4	21	6	0	0	7	6	0	0	0	0	0	0	2	0	0	0	0	0	5	2	0	16	9
"1472"	0	0	19	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"1473"	0	45	34	36	2	0	0	0	74	4	13	2	2	0	0	0	5	4	0	0	0	5	2	5	4
"1474"	0	0	32	21	78	225	9	44	31	15	48	0	2	73	105	0	3	8	0	0	0	5	8	16	11
"1475"	0	27	70	30	11	31	21	29	19	20	16	0	30	14	12	2	14	0	5	0	0	4	0	59	219
"1476"	0	0	45	15	330	155	0	78	76	84	202	8	60	223	93	23	161	536	141	205	42	347	10	247	53
"1477"	0	10	17	41	25	5	8	7	60	226	209	0	15	35	0	31	26	12	2	2	9	14	9	16	17
"1478"	0	14	24	37	302	302	0	24	57	101	195	26	6	48	4	72	62	23	30	63	6	42	15	86	23
"1479"	0	0	15	38	48	168	0	0	2	100	38	0	45	43	16	0	147	0	7	24	18	19	3	0	54
"1480"	0	0	39	0	0	0	4	7	2	0	0	2	0	0	0	4	0	2	3	0	0	0	9	0	2
"1481"	0	69	71	82	0	25	10	190	142	15	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"1482"	0	69	79	11	9	4	10	29	8	23	99	9	16	16	10	0	2	2	0	0	0	23	0	16	21
"1483"	0	8	31	20	4	3	71	0	4	3	8	9	28	19	7	14	4	40	5	0	2	51	16	18	76
"1484"	0	2	27	2	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1485"	0	15	76	2	2	23	66	33	5	76	92	47	54	32	52	139	71	70	12	16	8	187	25	171	93
"1486"	0	9	64	17	4	0	8	27	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"1487"	0	0	37	0	29	0	25	0	0	0	0	0	0	0	2	0	0	10	0	0	0	7	0	10	16
"1488"	0	15	76	27	209	27	0	2	146	4	89	1550	2119	1623	1425	908	1546	1246	316	724	435	1100	313	3460	1347
"1489"	0	2	24	5	2	0	0	0	0	0	0	0	4	2	0	6	0	12	0	0	0	2	4	2	0
"1490"	0	19	83	105	38	5	34	14	14	7	22	425	3042	4330	1814	138	1002	1119	453	186	138	346	252	3487	470
"1491"	0	0	24	0	0	12	19	6	0	13	9	0	7	14	0	0	4	2	0	0	0	0	0	5	3
"1492"	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1493"	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0
"1494"	0	0	19	2	0	2	120	9	8	20	0	0	0	0	0	0	3	0	0	0	0	0	0	2	23
"1495"	0	0	9	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1496"	0	3	27	10	8	0	5	2	9	4	2	2	0	26	3	0	0	8	0	21	0	14	24	5	9
"1497"	0	3	12	0	0	0	4	2	0	0	8	2	0	12	0	0	0	0	0	0	0	0	0	0	39
"1498"	0	9	12	10	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	18	0	31	2	5	5
"1499"	0	7	15	44	3	0	6	0	0	4	0	2	0	0	0	0	0	8	0	0	21	3	0	6	8
"1500"	0	7	38	6	0	0	84	0	8	2	7	2	9	165	14	0	0	0	0	0	0	0	13	6	19
"1501"	0	54	34	25	0	14	9	9	4	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1502"	0	0	12	2	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0
"1503"	0	2	36	15	0	6	17	0	9	0	4	68	8	20	14	123	17	41	27	44	0	175	12	83	17
"1505"	0	0	285	0	4	0	0	0	0	33	132	0	15	26	32	0	12	11	17	0	0	54	2	16	786
"1507"	0	115	43	71	13	61	31	98	13	48	121	2	6	2	13	6	2	11	0	0	0	7	0	6	8
"1508"	0	0	8	0	0	0	9	2	0	0	0	6	0	5	0	0	0	7	0	0	0	3	0	2	0
"1509"	0	0	13	0	0	2	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	6	12
"1510"	0	0	8	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1511"	0	0	25	4	0	0	15	0	0	0	0	0	0	0	0	0	2	13	3	0	0	0	0	0	3
"1512"	0	21	42	17	103	6	7	15	126	2	12	1145	778	584	359	617	1902	1171	174	678	434	558	192	1923	1206
"1513"	0	3	25	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	7	60	0	6
"1514"	0	2	13	3	0	0	0	2	0	3	0	2	2	14	0	0	0	16	6	2	0	9	11	0	5
"1515"	0	0	14	16	2	0	4	0	6	0	2	2	0	0	0	0	3	53	0	0	0	7	2	8	2
"1516"	0	0	79	2	0	32	8	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2
"1517"	0	0	8	0	3	0	2	0	0	0	5	0	0	2	0	4	0	0	0	0	0	0	2	0	0
"1519"	0	0	1386	108	12	2	2	2	0	0	10	5	8	2	87	0	4	7	6	2	0	7	6	12	2
"1520"	0	3	42	9	2	2	12	5	4	9	7	0	4	2	0	0	0	2	0	0	3	10	2	0	0
"1521"	0	2	22	23	4	3	9	2	0	2	18	2	0	0	0	0	0	0	0	0	0	0	0	6	0
"1523"	0	0	29	11	2	0	0	4	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"1524"	0	0	16	20	43	28	0	2	4	4	5	109	219	33	33	1345	492	290	49	112	1474	306	319	69	158
"1525"	0	28	35	13	0	7	21	9	12	8	31	9	36	0	0	0	24	28	2	0	3	18	10	11	4
"1526"	0	20	14	18	10	10	2	23	2	11	0	23	4	6	7	54	8	8	0	0	0	30	20	30	2
"1527"	0	21	58	28	5	6	25	15	22	10	18	0	0	0	7	2	4	0	0	0	0	0	0	0	2
"1528"	0	0	11	0	0	2	0	11	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
"1529"	0	0	12	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1530"	0	11	34	411	444	167	4	257	574	82	4734	159	585	312	851	304	214	502	114	171	62	532	80	478	594
"1531"	0	13	37	25	0	2	21	8	12	0	9	0	11	0	0	0	0	0	3	0	6	2	0	0	15
"1532"	0	24	50	3	5	0	34	0	7	8	10	18	19	0	4	9	3	10	9	0	46	67	0	8	2
"1533"	0	0	16	7	6	12	0	33	6	0	3	0	0	9	3	0	0	0	0	0	0	0	0	6	11
"1535"	0	8	75	54	0	4	22	27	7	14	13	0	0	12	4	0	0	0	0	0	0	0	0	2	0
"1536"	0	4	15	13	5	57	14	5	7	5	16	2	0	8	20	2	0	0	0	0	0	0	0	9	5
"1537"	0	0	27	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1538"	0	5	19	16	6	0	8	3	0	0	2	5	0	7	0	0	4	2	0	0	3	0	0	2	4
"1539"	0	36	47	17	4	8	24	10	10	4	11	0	0	0	0	0	0	2	0	0	3	4	5	0	12
"1540"	0	2	55	18	6	22	6	18	0	2	0	4	8	0	9	2	0	0	0	3	2	7	13	2	11
"1541"	0	87	55	0	12	0	57	0	0	0	15	61	0	344	50	8	8	216	759	17	29	235	151	28	5
"1543"	0	0	20	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1544"	0	0	26	4	0	0	4	2	2	21	4	0	24	70	7	26	0	18	3	37	3	4	9	24	15
"1545"	0	6	16	0	0	10	23	44	21	9	0	0	2	4	3	0	4	0	0	0	0	0	0	0	0
"1546"	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"1547"	0	27	36	4	5	9	47	20	30	2	10	33	8	2	0	0	2	4	0	0	0	13	2	2	4
"1548"	0	2	51	0	16	4	6	2	4	0	0	343	125	88	39	270	123	1176	40	222	65	636	185	220	154
"1549"	0	0	25	10	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1550"	0	120	11	0	3	42	2	2	57	0	8	0	2	0	2	25	3	0	0	2	2	0	0	2	3
"1551"	0	0	29	7	0	0	7	3	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1552"	0	16	13	7	9	4	2	23	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	8	2
"1553"	0	0	8	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1554"	0	108	72	77	52	0	130	125	12	47	17	705	392	1137	159	672	364	791	219	623	209	589	457	406	1081
"1555"	0	7	19	0	2	29	6	7	10	9	45	0	0	8	12	3	0	0	2	0	0	0	0	5	0
"1556"	0	0	21	8	42	27	57	21	2	12	10	2	9	42	22	5	2	2	8	2	2	16	13	6	8
"1557"	0	0	7	0	16	20	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1558"	0	0	67	18	8	2	2	0	0	8	4	28	28	2	16	14	11	18	0	23	0	8	25	51	14
"1559"	0	2	13	8	0	2	4	4	2	4	0	6	6	0	10	4	12	2	0	0	0	4	0	6	15
"1560"	0	8	19	21	2	0	18	0	12	2	14	0	0	0	0	0	3	2	0	0	0	2	0	0	2
"1561"	0	29	40	10	0	3	11	9	0	2	14	4	0	0	5	0	0	3	0	0	0	0	0	0	0
"1562"	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"1563"	0	0	6	7	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1564"	0	25	34	17	2	9	9	20	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"1566"	0	0	7	2	0	0	3	0	0	0	3	5	35	0	6	5	12	31	0	2	0	42	33	15	25
"1567"	0	0	19	24	2	2	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	5
"1568"	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	12	5	6	0
"1569"	0	8	16	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	4	0	2	0	0	0
"1570"	0	0	22	7	15	0	2	4	23	0	2	4	0	0	0	0	48	16	0	2	2	11	9	6	7
"1571"	0	8	24	0	2	2	4	0	0	0	0	5	0	13	15	2	6	35	4	2	2	27	16	195	176
"1572"	0	4	34	3	0	0	12	0	4	0	0	2	0	2	0	0	2	0	0	0	0	0	2	4	0
"1574"	0	0	15	0	2	0	7	0	0	0	0	4	31	26	14	17	8	20	33	0	6	8	21	10	2
"1575"	0	54	13	80	0	23	118	13	4	0	0	5	3	15	28	0	49	13	190	0	0	0	8	212	46
"1577"	0	0	38	18	2	4	16	0	0	0	21	5	5	8	20	4	3	8	5	0	0	6	8	25	6
"1579"	0	2	13	9	0	3	0	8	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"1580"	0	0	20	2	0	0	10	6	6	0	0	3	0	2	0	4	0	4	0	0	0	16	2	12	14
"1581"	0	0	38	10	12	0	3	10	9	14	2	5020	9520	775	404	3765	7623	611	164	4725	1872	287	226	686	71
"1582"	0	78	44	61	6	15	13	12	15	9	8	0	2	12	23	2	7	2	0	0	0	6	0	30	243
"1584"	0	0	30	3	7	3	0	2	43	0	0	2	24	8	2	13	0	6	5	16	0	23	20	0	9
"1585"	0	0	12	0	0	0	0	0	2	0	2	0	0	19	0	0	0	57	13	9	0	7	4	5	26
"1586"	0	4	19	19	4	25	8	12	6	0	0	4	4	10	2	7	10	25	0	3	7	40	6	55	89
"1587"	0	0	34	2	0	8	0	0	0	0	2	0	0	0	3	0	0	5	0	0	0	0	0	0	0
"1588"	0	2	25	24	0	0	7	6	6	3	7	0	7	3	0	4	0	45	17	0	6	29	0	9	0
"1589"	0	21	32	83	55	289	66	41	513	56	48	55	42	52	125	115	52	6	11	0	0	19	49	46	380
"1590"	0	0	12	0	4	0	16	0	2	0	0	2	0	3	0	0	0	9	0	0	0	0	0	0	0
"1591"	0	5	42	18	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1592"	0	0	8	0	0	0	0	0	0	0	0	2	7	0	0	17	0	0	0	0	5	0	0	11	0
"1593"	0	11	4	2	2	0	2	0	0	0	0	4	2	8	0	0	6	28	0	3	8	127	4	157	194
"1594"	0	4	11	0	2	0	0	9	0	0	0	139	47	11	13	56	0	252	10	31	17	59	208	10	99
"1595"	0	19	12	6	0	10	3	4	39	0	0	0	0	7	2	0	3	0	0	0	2	5	0	0	0
"1596"	0	6	6	2	24	0	8	4	0	0	0	3	13	21	9	8	7	37	0	0	20	18	9	45	14
"1597"	0	2	19	13	0	0	4	2	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	4	10
"1598"	0	102	69	217	5	27	10	61	12	14	17	12	7	12	118	2	6	0	0	0	0	48	46	161	375
"1599"	0	0	9	4	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1600"	0	6	18	20	0	0	4	3	0	0	2	35	268	28	27	14	61	13	3	10	0	47	6	26	42
"1601"	0	0	15	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1602"	0	43	54	28	24	13	46	12	15	0	3	31	45	23	35	8	89	35	12	12	0	42	21	29	48
"1603"	0	2	19	20	8	22	4	14	4	158	121	22	13	12	76	66	16	5	18	10	0	209	4	28	50
"1604"	0	0	29	4	8	2	2	0	0	0	0	5	3	44	57	46	9	83	50	4	34	370	43	423	236
"1605"	0	0	15	0	0	0	2	3	2	2	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0
"1606"	0	2	37	3	2	2	37	2	0	6	2	2	0	0	0	0	2	0	2	0	0	0	2	0	2
"1607"	0	0	21	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	13	0	8	2
"1608"	0	19	19	2	0	0	8	12	0	4	0	0	0	8	0	0	10	0	0	0	0	0	0	4	0
"1609"	0	2	37	27	23	0	0	11	5	12	2	4	4	2	2	4	4	3	2	2	0	0	2	9	10
"1610"	0	7	37	16	0	0	5	0	8	8	0	8	10	14	19	2	0	70	24	0	0	42	35	30	16
"1611"	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1613"	0	13	12	2	0	0	2	0	0	0	0	0	7	0	0	0	13	8	7	0	4	82	70	13	3
"1614"	0	7	8	0	41	0	4	0	9	18	2	7	2	9	21	2	2	88	18	0	2	187	300	19	90
"1615"	0	0	9	0	65	19	2	0	27	23	95	10608	4476	565	331	6728	5548	1535	168	3766	536	1974	241	7442	5265
"1616"	0	4	9	2	0	8	6	3	2	2	3	4	9	6	29	0	0	63	0	0	3	10	8	3	2
"1617"	0	6	84	159	2	0	2	10	4	0	4	83	47	28	95	34	40	69	43	6	4	169	69	110	200
"1618"	0	0	14	13	2	0	2	0	0	0	6	0	2	5	3	25	0	4	0	0	2	0	0	3	0
"1619"	0	7	11	0	2	0	7	0	0	0	0	0	51	0	0	0	0	2	0	0	0	7	4	4	0
"1620"	0	0	20	2	0	0	0	0	2	2	0	10	6	11	5	2	0	2	0	8	0	15	2	5	6
"1621"	0	0	26	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"1622"	0	0	29	14	4	4	25	8	15	2	14	27	2	4	13	20	25	25	4	2	16	19	27	29	37
"1623"	0	2	34	4	70	9	26	0	2	0	4	4	49	2	56	14	24	12	3	4	8	14	9	4	30
"1624"	0	2	7	0	0	6	17	0	7	0	0	0	0	9	18	0	0	0	0	0	2	0	0	0	0
"1625"	0	2	19	4	0	0	5	35	0	2	0	11	2	2	6	5	0	5	4	0	0	6	0	2	4
"1626"	0	0	15	0	0	2	2	5	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1627"	0	0	11	21	0	0	2	2	0	5	7	10	12	0	30	0	27	2	0	39	0	7	5	30	6
"1628"	0	11	8	6	0	0	0	0	7	2	0	0	0	3	0	2	10	0	6	0	0	4	0	2	11
"1629"	0	4	23	4	7	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	2	2
"1630"	0	15	56	0	0	6	0	0	5	5	27	6	30	51	5	8	12	16	4	5	0	23	48	49	16
"1631"	0	3	79	10	2	25	73	10	37	16	153	4	6	4	18	0	4	14	4	0	0	7	5	26	6
"1632"	0	0	22	0	9	0	0	13	0	4	6	7	0	6	0	0	0	0	2	10	0	6	0	8	13
"1633"	0	0	47	3	2	0	0	2	0	0	3	40	126	2	27	82	85	18	7	0	10	31	12	63	94
"1634"	0	0	9	5	0	0	2	0	0	0	0	23	0	3	2	0	0	0	0	10	0	2	3	0	5
"1635"	0	10	36	90	31	37	11	10	6	2	12	205	97	140	119	48	143	99	59	4	16	109	15	270	172
"1636"	0	5	18	6	2	2	2	5	0	2	0	39	38	0	10	52	64	139	33	6	13	135	39	66	58
"1637"	0	2	11	93	0	0	2	0	3	0	0	168	104	0	4	31	106	12	0	12	15	6	0	5	7
"1638"	0	7	16	11	0	0	228	0	0	0	2	4	0	2	0	2	0	0	0	0	0	0	2	13	8
"1639"	0	0	19	0	0	0	0	2	0	0	0	3	0	6	0	0	0	4	0	3	0	49	0	17	4
"1640"	0	4	17	0	0	8	52	10	0	46	83	19	0	19	17	157	47	13	2	241	256	55	5	186	8
"1642"	0	2	19	9	409	14	567	6	0	10	6	12	35	74	36	0	44	94	53	11	20	130	282	34	146
"1643"	0	0	13	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"1645"	0	34	9	9	0	5	25	4	16	6	2	0	0	4	4	2	2	13	0	2	0	34	2	0	9
"1646"	0	0	18	77	29	0	79	45	47	7	11	8	8	0	10	0	9	2	3	0	0	0	0	3	51
"1647"	0	0	80	3326	9792	118	147	85	498	81	1586	1266695	470901	180420	151309	1939252	697490	992918	1486420	2702437	3183217	762433	676770	717814	312583
"1648"	0	4	8	0	0	0	0	0	6	0	0	4	4	0	4	3	0	0	0	0	0	14	0	0	0
"1649"	0	0	90	44	2	2	4	18	2	2	2	8	25	18	16	8	15	30	4	7	2	46	28	33	84
"1650"	0	0	6	5	6	2	0	0	3	3	9	0	11	0	5	10	2	2	0	0	0	10	0	2	8
"1651"	0	0	26	0	12	24	0	0	0	36	24	0	0	16	2	3	57	0	0	0	0	0	0	4	0
"1652"	0	0	22	0	0	2	0	0	0	0	0	61	19	18	2	54	36	10	5	56	0	28	0	24	24
"1653"	0	0	7	0	0	0	4	0	0	0	5	0	10	29	0	0	18	0	0	0	0	5	2	3	0
"1654"	0	0	30	0	28	0	0	0	0	2	8	229	168	1350	370	141	115	1791	236	135	41	3547	298	6747	544
"1655"	0	2	25	2	2	0	4	0	0	0	17	4	27	10	41	8	7	30	2	3	0	4	12	23	50
"1656"	0	0	54	0	0	7	0	2	11	0	16	26	172	199	105	16	66	77	39	8	21	31	15	338	34
"1657"	0	0	25	11	5	12	2	0	22	2	13	26	715	125	23	44	37	29	2	0	5	67	81	366	132
"1658"	0	0	16	0	0	0	0	0	4	0	0	387	25	0	6	15	16	24	0	10	5	16	0	8	4
"1659"	0	2	16	8	0	0	2	6	0	0	2	0	0	0	0	0	0	62	0	0	0	2	0	0	2
"1660"	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5
"1662"	0	11	11	12	2	5	6	2	4	0	0	0	0	2	18	0	2	0	0	0	0	0	0	2	0
"1663"	0	20	43	64	10	6	33	12	21	13	8	0	13	2	0	0	5	4	5	0	0	2	17	6	0
"1664"	0	0	41	0	2	0	6	5	6	2	5	244	71	33	46	266	49	380	49	200	50	301	70	105	70
"1665"	0	5	24	4	16	3	7	9	0	2	4	180	31	12	2	80	48	13	0	33	22	12	7	15	4
"1666"	0	34	65	6	28	0	11	0	4	4	9	40	207	731	364	27	408	2061	715	12	366	9342	7025	1051	912
"1667"	0	0	20	0	0	0	0	8	0	2	0	0	0	0	0	0	34	0	0	0	0	0	0	4	0
"1668"	0	14	8	11	3	2	4	8	2	0	0	2	0	7	21	2	3	9	2	5	6	27	4	12	5
"1669"	0	2	13	2	0	9	5	0	0	3	0	53	4	2	8	34	8	28	0	0	5	68	35	13	106
"1670"	0	0	15	4	0	0	0	0	8	27	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1672"	0	0	23	14	0	0	10	3	3	0	5	0	2	8	2	0	11	2	0	0	0	0	2	0	2
"1673"	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1674"	0	0	19	4	0	11	0	6	6	3	10	11	7	2	0	2	7	11	0	2	16	12	5	14	4
"1675"	0	0	12	4	2	0	0	3	0	0	0	356	415	156	53	163	344	143	30	240	63	32	8	438	7
"1676"	0	0	17	4	0	0	10	0	0	0	0	27	90	141	24	19	17	29	34	8	18	13	10	52	50
"1677"	0	44	112	4	33	0	0	0	2	0	7	207	43	16	44	152	80	76	10	12	48	158	16	30	63
"1678"	0	0	17	13	70	23	0	0	0	0	0	39	5	11	47	14	46	66	2	0	33	115	3	34	378
"1679"	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	17	0	2	0	3	0	0	0	0	0
"1680"	0	7	11	8	0	2	9	0	4	0	4	4	4	9	0	6	0	0	0	0	0	2	0	2	7
"1681"	0	0	5	181	2	13	0	9	2	73	10	0	2	0	4	0	0	0	0	0	0	0	0	3	10
"1683"	0	4	15	25	0	5	0	51	0	0	31	0	0	0	0	0	16	0	0	0	0	0	0	0	2
"1684"	0	0	11	6	2	7	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	2	0
"1685"	0	10	11	127	35	0	0	104	81	0	3	10	25	9	4	2	21	23	0	6	0	2	0	19	0
"1686"	0	6	9	2	0	4	9	0	4	11	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"1687"	0	33	35	27	7	0	6	3	9	8	16	0	11	2	2	0	4	0	3	0	0	7	4	0	0
"1688"	0	0	12	4	0	0	0	4	0	0	2	0	2	0	2	2	0	0	0	0	0	2	0	0	2
"1689"	0	2	43	4	6	2	4	2	2	0	6	0	0	0	0	13	2	0	2	0	2	13	0	0	3
"1690"	0	32	36	12	4	0	4	2	2	0	2	0	3	0	0	0	3	0	0	0	0	0	4	0	0
"1691"	0	0	8	0	0	4	4	0	0	0	6	43	272	632	192	0	49	123	54	5	11	39	13	388	49
"1692"	0	0	12	0	58	0	0	0	0	9	20	327	411	463	435	255	177	357	18	235	167	303	71	342	112
"1693"	0	63	42	68	8	18	98	131	7	2	41	35	17	10	46	100	57	107	4	14	27	263	38	25	61
"1695"	0	3	14	15	7	9	0	2	6	4	4	0	0	2	0	0	0	0	0	0	0	0	2	0	0
"1696"	0	60	134	148	124	16	57	55	17	15	45	0	6	0	24	0	27	12	0	3	2	0	0	5	6
"1697"	0	0	19	10	7	11	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
"1698"	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1699"	0	10	36	9	2	2	12	6	26	2	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0
"1700"	0	0	14	0	0	27	0	0	0	0	3	3	42	0	24	2	29	29	137	0	33	233	75	21	106
"1701"	0	0	11	11	0	0	0	26	2	6	2	0	0	3	5	0	0	0	0	0	0	0	0	0	0
"1702"	0	15	17	0	26	51	186	122	2	4	0	0	0	12	0	0	20	0	0	0	0	0	2	0	4
"1703"	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3
"1704"	0	3	13	0	0	0	4	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"1705"	0	15	17	24	0	3	14	29	22	0	9	32	4	0	0	5	7	38	0	28	23	17	2	45	5
